0.00414893,0.00309935,0.0017247,0.00123496,0.00199826,0.00264268,0.00285028,0.00264109,0.00225341,0.00196636,0.0017911,0.00176915
0.0352867,0.0332496,0.0273165,0.022394,0.0228106,0.0238269,0.0243726,0.0238825,0.0247395,0.0182975,0.0190199,0.0263085
0.0426216,0.0294691,0.0223149,0.0228464,0.0299393,0.021133,0.0295694,0.0426304,0.0279484,0.0196397,0.0261854,0.0498816
0.0266464,0.00764541,0.0164487,0.0250372,0.0275908,0.0165171,0.0148731,0.0282573,0.0176756,0.015353,0.0250496,0.0454539
0.0208469,0.00598471,0.00860884,0.0144254,0.0299638,0.0139616,0.0214469,0.0308237,0.0155313,0.0129726,0.0281909,0.0481554
0.0270094,0.0191499,0.0173023,0.0257457,0.0318591,0.0256013,0.0317619,0.0344565,0.026436,0.0313297,0.0358453,0.0479996
0.0504597,0.067283,0.0740615,0.0615177,0.0549009,0.0509324,0.0514514,0.0556235,0.04741,0.0467424,0.0481738,0.0435825
0.0252162,0.0375047,0.0404484,0.0497945,0.0412492,0.0233761,0.0268,0.0299812,0.0263056,0.0240455,0.0131339,0.0157213
0.0102746,0.0094515,0.0151448,0.0198931,0.0164856,0.0101515,0.00845329,0.00889179,0.00467199,0.00560845,0.00566931,0.00886146
0.00691422,0.00202488,0.00484309,0.00872323,0.00472192,0.00463626,0.00312314,0.00348573,0.00294566,0.00320935,0.00380225,0.00322438
0.0269818,0.0119017,0.0115914,0.0250522,0.0357069,0.0214441,0.0161047,0.0115795,0.0272715,0.0561697,0.0448645,0.0354148
0.0166074,0.00739969,0.0116679,0.0220349,0.0275491,0.0245571,0.018147,0.0231705,0.0295679,0.0421278,0.0178108,0.0375301
0.0244054,0.0195765,0.0345472,0.0261784,0.027009,0.0293648,0.0358043,0.0399191,0.0710009,0.0696152,0.0571577,0.0442914
0.00590026,0.00609809,0.0100548,0.0101164,0.011201,0.0147578,0.0140253,0.015437,0.0174973,0.0198577,0.0141767,0.0111351
0.00487899,0.00703912,0.00607493,0.00451216,0.00654396,0.00848255,0.00939895,0.00845929,0.00793339,0.00566647,0.00398133,0.00618662
0.00230979,0.00254704,0.00296571,0.00269812,0.00330767,0.00351668,0.00428487,0.00352894,0.00290199,0.0021945,0.00358369,0.00405634
0.00491436,0.00455592,0.00397674,0.00291815,0.00401763,0.00366805,0.00292075,0.00414267,0.00372402,0.00422076,0.0052049,0.00534972
0.0325456,0.0231196,0.0254414,0.0304624,0.0356814,0.0265499,0.0277958,0.0333472,0.0327321,0.0343115,0.0216797,0.047027
0.0100625,0.00314238,0.00772419,0.0168443,0.0306964,0.0145359,0.0234122,0.037977,0.0241137,0.0227328,0.0192947,0.0233866
0.0118559,0.00602295,0.00905338,0.0182189,0.0287541,0.0146155,0.0214254,0.0313286,0.0196009,0.019113,0.0221901,0.0285462
0.0047532,0.00575397,0.0119074,0.0210288,0.0180179,0.00877094,0.00427455,0.00607617,0.0179399,0.0212199,0.010692,0.0100495
0.00231519,0.00294308,0.00280358,0.00257874,0.00240079,0.00231936,0.00260042,0.00297795,0.00220133,0.00166306,0.00213765,0.00253916
0.0161482,0.00846258,0.0104461,0.00653421,0.00512851,0.00856481,0.0177082,0.0216299,0.0205859,0.0164399,0.0156412,0.0173774
0.0112282,0.0254789,0.0150978,0.00922974,0.0200409,0.0157515,0.00988914,0.0131524,0.0111756,0.0167892,0.0230249,0.0255012
0.00912026,0.0167818,0.00997785,0.00949888,0.0189939,0.012527,0.00787284,0.0140855,0.0134164,0.0138351,0.0163847,0.0187076
0.010501,0.0102999,0.00812881,0.00943525,0.0104221,0.00732856,0.0180945,0.0228778,0.0132558,0.0116247,0.00553189,0.0128634
0.00787729,0.00975479,0.0130142,0.0178036,0.0262744,0.0173448,0.0150334,0.0214024,0.0170698,0.0198458,0.0199488,0.0175722
0.0194593,0.022508,0.0266664,0.0306772,0.0249215,0.0237787,0.0236815,0.0239141,0.0174924,0.0145502,0.0139231,0.014691
0.0515028,0.064735,0.0699703,0.0705572,0.0594993,0.043971,0.055295,0.0649236,0.06098,0.0480129,0.0363401,0.0393373
0.0169094,0.029068,0.0313616,0.0399607,0.0282114,0.01627,0.0213526,0.0316133,0.0298393,0.0173737,0.0112026,0.0134718
0.0112954,0.011285,0.0155663,0.0166369,0.0132753,0.00693205,0.00431183,0.00767466,0.0063817,0.00498618,0.00748496,0.00741972
0.00902097,0.00945428,0.0131307,0.0117851,0.00924919,0.00975577,0.00867817,0.0094716,0.00946711,0.00858926,0.00797231,0.00594844
0.0113591,0.00388432,0.00352175,0.0103388,0.0224581,0.015048,0.00887329,0.00585984,0.00393084,0.00539677,0.0111756,0.018032
0.0700192,0.0400153,0.048158,0.0770318,0.055961,0.044258,0.0707695,0.0877254,0.0970098,0.101989,0.0951355,0.0806184
0.0147052,0.0144311,0.0193674,0.0211927,0.0167509,0.020536,0.0158514,0.0171217,0.0314428,0.027997,0.0336025,0.0275402
0.00538689,0.005191,0.00610437,0.00790427,0.00369523,0.00828668,0.00755382,0.0101369,0.00985117,0.00657025,0.00684304,0.00834451
0.00292025,0.00276394,0.00356761,0.00646775,0.00705732,0.00265862,0.0030802,0.00440304,0.00451786,0.00285418,0.00416662,0.0050071
0.00428125,0.00322892,0.003069,0.00282807,0.0055217,0.00404536,0.00336677,0.00260794,0.0035689,0.00203024,0.00344677,0.00620312
0.00448266,0.00441479,0.00464189,0.00439746,0.00331007,0.00312212,0.00460213,0.00446418,0.00355173,0.00381771,0.00378123,0.00475186
0.0133942,0.0149061,0.0113766,0.00923814,0.0129116,0.0113702,0.0142062,0.0189654,0.013426,0.0129261,0.0192572,0.0223151
0.00908628,0.00756048,0.00486158,0.00749211,0.0105359,0.00873094,0.0103168,0.011396,0.00930834,0.0138664,0.0137253,0.0186631
0.00682797,0.00740739,0.00533419,0.00970436,0.0119822,0.00593674,0.00949925,0.0100004,0.00838021,0.0110465,0.0112247,0.0137057
0.00555739,0.00490201,0.00602456,0.00565354,0.00590123,0.00520239,0.00484704,0.00445009,0.00242537,0.00285218,0.00414898,0.00383129
0.0288653,0.0300406,0.027492,0.0246039,0.0248655,0.0280241,0.0279553,0.0248526,0.0219423,0.0201915,0.0182349,0.0150089
0.0513596,0.0858783,0.0679335,0.0466703,0.047472,0.0658349,0.0799723,0.0616759,0.04584,0.0603949,0.0439106,0.0365022
0.0404756,0.0324921,0.0230199,0.0195053,0.0345294,0.0385297,0.0443489,0.0336924,0.0227604,0.0318805,0.0429771,0.0440294
0.0192803,0.00991792,0.0106503,0.0192214,0.028594,0.0154867,0.0207592,0.030652,0.0186948,0.0186183,0.0296834,0.0397589
0.0218575,0.00317399,0.00833827,0.018936,0.0303315,0.0144063,0.0201939,0.0254963,0.0203917,0.0187179,0.0333229,0.047355
0.025303,0.0165196,0.0210557,0.0312236,0.0458114,0.025971,0.0267459,0.0331217,0.0309052,0.0333478,0.0173556,0.0349845
0.0503972,0.06072,0.0675956,0.0605251,0.0557734,0.0518108,0.0525876,0.0499871,0.051168,0.048203,0.0289352,0.0382068
0.0217907,0.0379719,0.0342588,0.0423079,0.0417289,0.0290163,0.0213413,0.0237353,0.0261887,0.028071,0.0185652,0.00835478
0.00992421,0.0132216,0.0187636,0.0216442,0.0204227,0.0108247,0.0073884,0.00543977,0.00343659,0.00615859,0.0094215,0.00665312
0.0059371,0.00224413,0.00786165,0.0102718,0.00548377,0.00532697,0.00255542,0.00577021,0.00547486,0.00222555,0.00407806,0.00309774
0.0328148,0.0170686,0.0124919,0.0268516,0.0358205,0.0283331,0.0226645,0.0157829,0.0243011,0.0591311,0.0463633,0.0335271
0.028668,0.00958471,0.0056543,0.0216878,0.0377895,0.0260218,0.017254,0.0280547,0.0292724,0.0281431,0.0287233,0.0412569
0.0199634,0.0361405,0.0519884,0.0346842,0.0252399,0.0280206,0.0423244,0.0671959,0.0963875,0.0729657,0.057454,0.0571505
0.00611815,0.00470796,0.0076309,0.0114922,0.0102141,0.00772811,0.00985235,0.0113818,0.011366,0.0121666,0.0168998,0.0116813
0.00406732,0.0030521,0.00248235,0.00390725,0.00277192,0.00431054,0.00444337,0.00712232,0.00767335,0.00404773,0.00416822,0.00454664
0.00303897,0.00355083,0.00302141,0.00375812,0.00435601,0.00344972,0.00382725,0.00390442,0.00369978,0.00223104,0.00428372,0.00510982
0.00266431,0.0023273,0.00335066,0.00339635,0.00332258,0.00414426,0.00380644,0.00436694,0.0045649,0.00378005,0.00395537,0.00407155
0.0404139,0.0265509,0.0272095,0.020993,0.0217502,0.023976,0.0359749,0.0396382,0.0417023,0.0424481,0.0345911,0.0423417
0.0130494,0.00486055,0.00760947,0.0180188,0.0302986,0.0144874,0.0145662,0.0258523,0.0213765,0.0187061,0.0153794,0.021058
0.0142095,0.00520715,0.00636612,0.0146257,0.0290578,0.0161636,0.013795,0.0204986,0.0156389,0.0196687,0.0175589,0.0293837
0.00367688,0.0074449,0.01133,0.0209586,0.0221357,0.00999228,0.00778571,0.00552444,0.0180111,0.0233429,0.0110128,0.00815349
0.00275856,0.00204751,0.00295975,0.00300954,0.00229442,0.00262495,0.00200969,0.00220434,0.00260827,0.00298605,0.00317508,0.00317301
0.0312521,0.0255793,0.0234998,0.0110932,0.0129905,0.0194845,0.0328942,0.0376593,0.034208,0.0320761,0.0248196,0.0171343
0.0198647,0.00582267,0.0103234,0.0206823,0.0364753,0.0186529,0.0153646,0.034298,0.0237859,0.0214006,0.0302795,0.0423394
