-13.8207,3.16589,1.07616,0.855824,-0.439871,0.474249,0.478882,0.200641,-0.236805,-0.155308,0.190062,-0.231409,0.350664,0.248885,-0.036957,-0.125418,0.118432,0.291733,-0.103889,-0.0341336
-8.15707,3.20444,1.00122,0.270432,-0.0740365,0.85401,1.14239,0.570994,-0.314318,-0.259789,0.33487,0.324114,0.222981,0.0488539,0.0710683,0.107131,0.025156,0.077479,-0.013413,0.0637952
-9.21075,2.77,1.31588,0.0411527,-0.365055,0.558076,0.977084,0.517391,-0.325455,-0.537463,0.425663,0.781679,0.252233,-0.124946,0.00579575,0.258915,0.0830297,0.0334337,-0.0174495,0.0173158
-10.9165,3.05125,1.90042,0.377118,-0.135415,0.424362,1.25967,0.65603,-0.403704,-0.453594,0.248322,0.781097,0.264165,-0.187121,-0.00289505,0.0132374,0.238922,0.0597587,0.0215184,-0.161969
-11.6622,3.18767,1.56011,0.104683,0.21073,0.506262,0.9082,0.497734,-0.264077,-0.256855,0.276519,0.779051,0.122858,-0.135138,0.193123,0.173577,-0.0831586,-0.0206369,0.108363,-0.139511
-12.1791,3.22612,1.94518,0.158828,0.122588,0.546672,0.983702,0.251992,-0.302431,0.0118841,0.452218,0.697024,-0.15157,-0.225996,0.103888,0.0269748,0.100453,0.203331,-0.0718144,-0.301065
-12.7022,3.2128,2.22721,0.046914,0.0316534,0.672817,0.963864,0.299132,-0.274174,-0.0979756,0.362795,0.639052,0.0016958,0.0683314,0.198026,0.000930339,0.0435096,0.0254969,-0.0139534,-0.0507521
-13.1093,3.1978,2.53875,0.125546,0.342236,0.471046,0.444598,0.548265,-0.211051,-0.184412,0.498633,0.949953,-0.0997582,-0.337223,0.236778,-0.035978,0.053599,0.158514,-0.186265,-0.136906
-13.1181,3.30082,2.27245,0.130427,0.408368,0.550215,0.461985,0.296236,0.03542,0.0823005,0.442015,0.927849,-0.0493162,-0.269731,0.209554,-0.104986,0.168652,0.147387,-0.460627,-0.0742386
-13.1944,3.2264,2.29408,0.0991713,0.407155,0.517665,0.198755,0.397143,0.0806169,0.0255205,0.454008,0.958237,0.0955625,-0.0530176,0.394241,-0.222322,-0.120288,0.0176526,-0.270355,0.124034
-13.4491,2.95606,2.20797,-0.0112868,0.450046,0.6372,0.1883,0.602445,0.0946376,0.0613806,0.496517,1.10031,-0.0536253,-0.107239,0.257335,-0.0257445,0.0554678,0.18555,-0.184717,-0.244946
-13.3243,2.92008,2.14115,0.185728,0.351048,0.703095,0.597909,0.637608,-0.0356046,0.026164,0.306943,1.07918,0.163636,-0.157157,0.00860684,-0.143461,0.079266,0.125194,-0.0992298,-0.13448
-13.6527,2.73544,1.99905,0.627949,0.253634,0.600045,0.691132,0.582772,-0.251016,0.00872694,0.275871,1.12309,0.280394,-0.212702,-0.0462941,0.0144443,0.0865422,0.194329,-0.234622,-0.149143
-13.3188,3.09079,1.97152,0.558061,0.191175,0.208087,0.876822,0.459949,-0.0614903,0.0810818,0.424144,0.984523,0.00323043,-0.216148,0.224579,0.218848,0.155113,0.143818,-0.390623,-0.191824
-13.2678,2.95083,2.0762,0.352182,0.185362,0.574083,0.619321,0.495602,-0.299746,-0.0126299,0.45773,1.07876,0.16152,-0.352592,0.241324,0.330194,0.0209455,-0.12455,0.160066,0.0994974
-13.0263,2.73048,2.19545,0.383664,-0.162084,0.611557,1.06213,0.510811,-0.338829,-0.183559,0.437238,0.795799,-0.0562108,-0.352094,0.483658,0.462853,-0.0804656,-0.10719,0.104523,0.275747
-12.7837,2.49084,2.16572,0.517048,-0.160217,0.973385,1.27791,0.472962,-0.672446,-0.306441,0.513998,0.789927,0.0477963,-0.123154,0.104628,0.363802,0.244098,-0.00406187,-0.0225172,0.0965578
-13.4732,2.55924,2.14821,0.47446,0.192448,0.488821,0.933588,0.563545,-0.403808,-0.193692,0.486606,0.89341,0.0113668,-0.316424,0.160659,0.49265,0.030305,0.0156247,0.00769011,0.026358
-13.8653,2.89499,2.39022,0.421125,-0.143551,0.507814,1.14449,0.718595,-0.296863,-0.533535,0.531718,1.20838,0.071674,-0.179602,0.248042,0.596764,0.288517,-0.248666,-0.323098,0.118498
-13.89,2.90077,2.33663,0.390235,-0.0120039,0.523477,0.788819,0.784878,-0.281657,-0.297541,0.290631,1.21889,0.0698489,-0.279859,0.701188,0.464311,-0.0198023,-0.253963,-0.248216,-0.0581345
-14.1692,2.81766,2.48832,0.661775,0.0667018,0.619306,0.898861,0.86336,-0.55668,-0.272342,0.629323,0.963778,-0.142987,-0.159679,0.53714,0.358844,-0.112415,-0.157087,-0.163408,0.0696112
-14.0831,2.63484,2.05082,0.573741,0.257427,0.534101,0.667908,0.492561,-0.161501,-0.0157053,0.174282,0.872417,-0.0196031,-0.0100135,0.393776,0.310351,-0.0131167,-0.209818,-0.2078,-0.0534216
-13.9787,2.78846,1.83782,0.545013,0.544355,0.85944,0.64065,0.308025,-0.0809072,-0.0492343,0.519219,0.890194,0.106658,0.0533839,0.195156,0.124388,0.114343,0.0256783,-0.280073,-0.249077
-13.396,2.70528,1.78378,0.529424,0.0751039,0.665028,0.816758,0.518023,0.110573,-0.266419,0.310313,0.816878,0.0164487,0.0171953,0.328633,0.0966816,-0.103874,-0.171983,-0.260908,-0.0863646
-12.5952,2.42012,1.56147,0.333365,-0.07278,0.764274,0.848097,0.591507,-0.237059,-0.147004,0.478811,0.997039,0.272736,0.0572153,0.191717,0.140959,0.129167,0.0525324,-0.019297,-0.132006
-13.7781,2.5246,1.85438,0.609612,0.419359,0.866446,0.79107,0.30838,-0.470345,0.00596304,0.520954,1.00256,0.34614,-0.168165,0.296792,0.105344,-0.142817,-0.102905,-0.170332,0.0586218
-14.5711,2.83953,2.29554,0.589261,0.027027,0.752686,0.863408,0.539269,-0.411443,0.0503333,0.739965,1.20427,0.0650393,-0.416338,0.467709,0.334532,-0.15765,-0.271986,-0.119255,0.0490458
-14.3713,2.8255,2.15887,0.662035,0.0312074,0.392433,0.844787,0.651655,-0.55966,-0.113238,0.706369,1.2835,-0.0590135,-0.257185,0.587088,0.244261,-0.173376,-0.338085,-0.191485,-0.0268891
-14.4203,2.75049,2.16377,0.59956,-0.0350813,0.543304,0.867439,0.734221,-0.260379,-0.00982308,0.535715,1.12727,0.164816,-0.4924,0.433358,0.380314,0.00915449,-0.225001,-0.216444,0.054812
-7.41456,2.36243,0.485885,-0.233994,-0.757561,0.431961,0.517347,0.145411,-0.301667,-0.10148,0.0719777,0.373352,0.283875,-0.18941,-0.0482634,0.284878,0.0269164,0.303804,0.255723,-0.0661014
-5.8208,1.67478,0.483532,-0.204555,-0.879643,0.355065,0.729196,0.148235,-0.365608,-0.37859,-0.121753,0.319452,0.230897,-0.292663,-0.242518,0.207938,0.421401,0.2834,0.0795216,-0.223011
-8.08337,1.93298,1.10466,0.105472,-0.61656,0.591762,0.740431,0.388605,-0.314856,-0.488609,0.0903847,0.435683,0.162027,-0.45372,-0.408345,0.114186,0.221766,0.201368,0.115019,-0.0935961
-10.3523,2.68376,1.08368,0.0753433,-0.31066,0.756548,0.909353,0.240083,-0.254651,-0.0131483,-0.11243,0.309839,-0.015551,-0.462563,-0.21112,0.0391234,0.136291,0.0154681,-0.0389016,-0.250408
-11.4705,3.23773,1.12812,0.389071,-0.276601,0.345899,0.568273,0.161374,-0.206933,-0.139276,-0.304111,0.0865428,0.0117293,-0.297189,-0.219726,0.208514,-0.0815549,0.101982,0.139297,-0.0786611
