-29.0951,1.5013,0.754463,0.316106,0.254484,-0.00631894,0.0381607,0.243352,0.406537,0.0208259,-0.173726,-0.241954,-0.0955598,0.190376,-0.160816,0.0389944,-0.100627,0.106786,0.140107,-0.0266169
-6.61196,3.11684,1.72867,0.0174631,0.158627,0.473507,-0.182168,0.0602114,0.7345,0.451333,-0.420076,-0.300031,0.065049,0.300769,0.134914,0.485409,-0.287807,-0.365638,0.401317,-0.129793
-6.30203,2.91065,1.36039,0.642485,0.34375,0.230873,0.0327467,0.0631454,0.457303,0.116111,-0.448586,-0.193503,0.0378991,0.409279,0.135375,-0.0777761,-0.272087,-0.0667118,0.574452,0.0235818
-6.93752,3.18459,0.911872,0.87067,-0.0624631,0.231774,0.161883,-0.0962147,0.0731053,-0.021231,-0.184805,-0.118912,-0.0035961,0.0253011,0.0590832,-0.294834,-0.300423,-0.131642,0.257905,0.456647
-6.69854,3.67557,0.616278,0.40867,-0.18892,-0.0305028,-0.102772,0.0843644,0.0462416,0.0899998,-0.391911,-0.256364,0.138869,-0.414688,0.115719,-0.27857,-0.0838452,-0.29468,0.204338,0.30754
-5.93241,3.33992,0.49139,0.224809,-0.00115882,-0.070657,0.0400864,0.113628,-0.10459,-0.251634,-0.263758,-0.199652,-0.0532159,-0.210605,0.0742303,-0.238188,-0.10885,-0.256765,0.030058,-0.000286948
-3.94801,2.19656,0.374134,0.586263,0.227813,0.344,0.456948,0.26474,0.18261,0.224517,0.346586,0.35171,0.0449926,-0.179607,0.322002,0.162075,0.0804669,-0.107088,0.0388415,0.148945
-7.28784,1.78404,0.883714,0.652314,0.274189,0.543006,0.703439,0.295376,-0.202628,0.201986,0.410622,0.0199117,-0.0216745,0.203453,0.342539,0.0794963,-0.0138941,0.21132,0.162313,0.0450763
-11.3812,2.06326,1.55158,1.2107,0.163841,0.531305,0.919789,1.03712,-0.00157634,-0.678494,-0.400036,-0.0168983,0.0345737,0.104031,0.469553,0.159108,0.074569,0.262979,0.139783,0.0228358
-8.60567,2.78495,0.225812,-0.169889,-0.303198,0.786135,1.0742,-0.151819,-0.157489,-0.304847,-0.340627,-0.408291,0.133183,0.160749,0.481844,0.292563,0.215125,-0.136841,0.147966,0.209619
